text,binary,multiclass
"RT #USER# Como decía el Dr. Guillermo Madrid… “en la única aristocracia que creo, es en la del talento”",Not Hope,Not Hope
"#USER# No sé si las sirenas lo harán, Elena querida; lo que sí sé es que quienes bebemos de tus letras, de tu optimismo y de tu alegría infinitos, estamos sedientos. Ojalá que todo esté bien en tu orilla; ojalá que el mar traiga pronto tu influjo a la nuestra. 🌷",Hope,Generalized Hope
#USER# #USER# #USER# Participo Muchas gracias por la oportunidad Ojalá que Marzo sea un buen mes para todos ❤️🤠 @CAZZUCR #USER# #URL#,Hope,Generalized Hope
"#USER# es que literal están inflando cada vez más los precios, la vip en Blackpink costaba 990€, rezo que si ateez vuelve el año que viene su vip no cueste lo mismo por su madre",Hope,Realistic Hope
"“Porque esperar a tener para hacer, porque no hacer para tener”",Not Hope,Not Hope
"#USER# Q s puede esperar d un ministro fujimorista, no s como este señor puede estar en el #USER# lamentable q DB este en un pacto con lo peor q le paso al Perú, el fujimorismo......",Not Hope,Not Hope
Srs.  #USER# ojalá puedan tomar una decisión con este personaje que esta llamando a Un Golpe de Estado. Rechazo absoluto. #URL#,Hope,Generalized Hope
"#USER# 🤣 🤣 🤣 Yo también creo, la situación empeoraria seguro",Hope,Generalized Hope
"#USER# k tortura, dios :c pero ojalá al menos quedes en una campaña nice 🫶🏼✨🛐",Hope,Generalized Hope
#USER# #USER# si son streamers que se dedican a mejorar yo creo que si xD,Hope,Generalized Hope
Ah ah rich es un insoportable se queja de que lo tienen esperando media hora es insoportable  Y si lo hace Auronplay es clip del año por que es gracioso verlo enojado xD,Not Hope,Not Hope
#USER# El afán de invitar a mentirosos y cómplices  despreciables. A los únicos que no les importó que les mataran a su gente fue a #USER# #USER# y otros menos que se convencieron de estar en paz antes de esperar la justicia que no llega.,Not Hope,Not Hope
Desearía poder decir lo mismo de la plataforma en sí.🙃 #URL#,Not Hope,Not Hope
"desearía ser yo quien roba tus suspiros — Ehm, ¿quién eres? #URL#",Not Hope,Not Hope
No puedo esperar a que Ichan les cierre el mugre hocico a todos ustedes manga de mamawebos #URL#,Not Hope,Not Hope
"#USER# 😳 que bueno que no te acuerdas! Y si, es un año que desearía que no haberlo vivido.",Not Hope,Not Hope
"#USER# #URL# Es que es preciosa y se merece un buen hogar, seguro vendrá alguien que podrá dárselo y brindarle todo el amor que merece.   Yo cada vez veo más y más perritos que desearía adoptar, pero no puedo, ya tengo siete, más una que le doy comida y tres gatos.",Hope,Generalized Hope
"Vamos a bebernos hasta las olas del mar Bajo las estrellas  Esta noche hay fiesta vamos todos a rezar ¡Oh, Cervezo, guíanos!  Vamos a bebernos hasta los charcos del bar Cuando no haya más cerveza  Somos borrachuzos y esta fiesta va a seguir Hasta que el sol deje ya de dormir +",Not Hope,Not Hope
Yo deseando una puteada para no tener pensamientos intrusivos   //   y alguien de aquí se pone bélica cuando somos débiles y el útero se nos alborota #URL#,Not Hope,Not Hope
"#USER# #USER# De un payaso, q se puede esperar? Pues eso,payasadas. Se ríe hasta de su sombra. Pero claro él tiene muchos comodines, porque tiene a su Barça y si este falla, entonces va con el Sevilla y si al final fallan los dos, pues va con el que gana o empata con el Madrid. Esa es su vida",Not Hope,Not Hope
#USER# #USER# El robledo siempre deseando que Petro lo determine. 🤣🤣🤣🤣 #URL#,Not Hope,Not Hope
"te amo te amo mi nena, de verdad te amo eres mi lucecita de esperanza en mis días más oscuros  🥹🥹🥹🤍https://t.co/mUKwfzZslg",Hope,Generalized Hope
Veo que no sabes nada sobre el tema...vaya sorpresa.,Not Hope,Sarcasm
RT #USER# en vd ojalá saber como habla d mi con sus amigos,Hope,Generalized Hope
"Rezo del Santo Rosario. Misterios Gloriosos, los ofrecemos por la paz del mundo, para que los pueblos de la Tierra encuentren caminos de entendimiento, justicia, colaboración y fraternidad. #pstagenovevasevilla https://t.co/XOUFhT8C0l https://t.co/iMn4Y9KkAi #URL#",Hope,Generalized Hope
"Si los árboles simplemente dejaran de producir hojas inflamables, el cambio climático no sería un problema.",Not Hope,Sarcasm
#USER# me gusta la idea creo que se puede hacer,Hope,Generalized Hope
rezo que venga la luz para hacer stream a hobi 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,Hope,Realistic Hope
"#publicaciones  El #USER#  presenta su última publicación: ""El sueño de Boabdil"". Una obra de la etapa granadina de Francisco Alonso, que aquí les presentamos con la ed. crítica de #USER# . El texto completo se puede leer y descargar aquí: #URL# #URL#",Not Hope,Not Hope
#USER# Que le ocurrió señor blue? D: ojala se recupere pronto! le mando muchos ánimos y mucha vibra positiva! 🫂,Hope,Generalized Hope
Marzo es el mes que desearía que nunca llegue. Es el mes donde los recuerdos y la tristeza invade mi corazón😞. El mes donde el corazón y el alma duele un poco más😭😇💔,Not Hope,Not Hope
#catalan #catalunya Los 'precarios' enfermos de cáncer en Ibiza sin oncólogo: «Ojalá viniera un chino sin catalán para curarnos» #URL# a través de #USER#,Hope,Unrealistic Hope
Desearía que todo fuera diferente...   Acepto lo que tengo en este presente pero me gustaría solo cambiar mi estado económico...,Hope,Generalized Hope
"Claro, la Libercia que constantemente te aplasta casi cada vez que 'debatimos', jaja. Aunque eres demasiado tonto para darte cuenta. ¿Qué será lo próximo, me vas a llamar Estuuuvo (que hace lo mismo) la próxima vez que intentes ser sarcástico? emoticonXDonno",Not Hope,Sarcasm
OJALA SEAN ASI LOS HOMBRES LOS ODIO LO UNICO Q ME GUSTAN DE ELLOS ES EL PITO BADTA #URL#,Not Hope,Not Hope
"#USER# #USER# #USER# Jaime y Paco... Y rezar.  Y me jode por Cervera porque lo veía con capacidad e incluso para llevar un proyecto a varios años, pero ...",Not Hope,Not Hope
"Me encanta pasar en familia, en verdad ! Me encanta estar con ellos, me hacen sentir muy amada ❤️  Desearía siempre sentirme así ❤️",Hope,Unrealistic Hope
RT #USER# #USER# morning!! mucho nos tiene que iluminar... aunque rezar.. rezamos,Not Hope,Not Hope
"#USER# Nos está dejando una ciudad buena, segura, creo que después de tantos años podemos decir que medeliin es diferente y todo gracias a usted",Hope,Generalized Hope
estaba tan profundamente dormida que mi mente ha hecho parte de mi sueño el tremendisimo dolor de espalda y de ovarios que tengo de regla y me ACOSTABA en un sillón en el SUEÑO en plan qué dolor y he abierto los ojos y el dolor era real soy esto #URL#,Not Hope,Not Hope
"hdvdydjkdld dios mio k felicidad, espere tanto pero tanto x esto  https://t.co/UtngXamAVO",Not Hope,Not Hope
la semana pasada me dijiste q era el momento y ahora me decis QUE ESPERE para dar un paso mas AYUDAME LOCOO #URL#,Not Hope,Not Hope
"#USER# #USER# #USER# #USER# #USER# Ojalá, a ver si podemos escaparnos en Sant Jordi &lt;3",Not Hope,Not Hope
Las viejas ahí esperando que les boten chorro.   Que boleta! #URL#,Not Hope,Not Hope
Como desearía ser lindo. Para q me puedas dar like a mis fotos y no a las demas😢,Not Hope,Not Hope
#USER# Yo creo que usted viene es desde el antiguo testamento,Not Hope,Not Hope
"te espere, te llore, banque miles de comentarios humillantes y malos tratos, deje de quererme ami misma por darte un lugar ah vos y nunca lo valoraste, fueron noches enteras de sufrimiento, nunca me tuviste en cuenta y siempre estuve, por vos corría, pero ahora ya ni camino",Not Hope,Not Hope
"#USER# Ohhh cuan lindOsos deseos! Ojalá se multipliquen para ti, todos tus deseos!!😘😘😘🙅🏻‍♂️🙅🏻‍♂️🙅🏻‍♂️🙏🏻✝️😜🐻✝️ Muuuuackkk,😘😘😘❤️🐻",Hope,Generalized Hope
"Mirrored Mind (鏡心; Gakuryū Ishii, 2004) es otra muestra de la capacidad de Ishii para sorprender y emocionar con un argumento minimalista. Escapamos mentalmente con la protagonista buscando la felicidad, la esperanza y una nueva visión del mundo. Maravillosa.  En YouTube. #URL#",Hope,Generalized Hope
#USER# Tenía que ser inmediato. Esperar dos o tres días es demasiado tarde. #URL#,Not Hope,Not Hope
"#USER# Saber que el cortex prefrontal no se desarrolla del todo hasta los 24 años, me da una cierta esperanza de que la idiocia de estos mermados se pueda corregir...un poco al menos😏",Hope,Realistic Hope
"¡NUEVA NOTICIA DE LAOTRATV! 🌶️  Gloria Camila, deseando ver a Rocío Flores en el ‘Golden Nail Congress’  https://t.co/yWye4nKLfv",Hope,Generalized Hope
#USER# Psicopatas esperando que la justicia falle por tecnisismo ... Que abogada de pacotilla. Se pudrio esa carrera con la falta de leyes acorde al tiempo :(,Not Hope,Not Hope
"Quizá, algún día en esta vida o la otra anhelo que la mujer que me guste me mire a los ojos y me diga que me quiere.",Hope,Unrealistic Hope
La nueva Transit Custom pinta muy bien… 🤩  Deseando que comience su producción y llegue a nuestras instalaciones! #fordpro #TransitCustom #MovilidadSostenible #URL#,Hope,Realistic Hope
"#USER# Invitala a cenar, convensela de que quiere ser su amigo y cuando menos se la espere pijazo en el orto #URL#",Not Hope,Not Hope
"#USER# Espero que todo te vaya bien, que este sea un nuevo comienzo para vos pq todos tenemos segunda oportunidades, que sigas creciendo tanto como persona como en tus proyectos, cuando das amor recibes amor y el que persiste cumple su sueño♡  De: margus/frodoneta",Hope,Generalized Hope
Amar una buena llorada ��������,Hope,Sarcasm
"Dios no te da un anhelo que no pueda materializarse, solamente lo obtendrás cuando estés totalmente listo.",Not Hope,Not Hope
"#USER# Los soyaas tienen años esperando, los jisoo bias tienen años esperando. Jisoo ha ganado muchisimos fans en los últimos dos años, a mi no me extraña.",Not Hope,Not Hope
"#USER# Lo tenéis jodido, pero ojalá mantengáis la categoría, n Huesca se os quiere!!!",Hope,Generalized Hope
#USER# #USER# Creo que el chisme es Tenerife en general,Not Hope,Not Hope
"#USER# Yo cada día que entro encuentro ataques de esquizofrenia por doquier, y no creo más del 70% de lo que se sube",Not Hope,Not Hope
quien es esa de la izquierda yo solo le rezo a Gwen Stacy #URL#,Not Hope,Not Hope
#USER# Es generacional. Yo no la tengo y otras personas de mi misma edad sí. Todas las personas mayores que yo tienen la cicatriz. Creo que algo cambió en la vacuna,Not Hope,Not Hope
"#USER# #USER# Desconocía eso de nuestro querido pintor. Llevo tiempo viendo ese tipo de tuits de capillitas, tienen un problema gordo y es que todo aquello que se sale de rezar es satánico para ellos y joder no es así. Tienen que salir más a la calle en vez de pasarse el día en internet",Not Hope,Not Hope
Como me molesta hacer tramites y para todo tener q esperar,Not Hope,Not Hope
#USER# Camino en la playa de momochi mí anhelo HBD ARACELY,Hope,Generalized Hope
#USER# #USER# #USER# Que bueno ojalá veamos en la cárcel a ese criminal #USER#  También #USER# contó en #TercerGrado cómo extorsiono empresas congelándoles cuentas y cobrando comisiones por dejarlos mover dinero de ellas… ese gusano debe de estar encerrado de por vida,Hope,Realistic Hope
yo solo le rezó al de arriba que mañana ninshi anuncie segunda fecha en Monterrey 😔😔,Hope,Realistic Hope
cuanto odio a mi papá lo desearía muerto en verdad,Not Hope,Not Hope
"Que mi sueño 😴 se convierta en dinero , amén",Hope,Generalized Hope
🇸🇾⚽️ Un niño que sufrió el terremoto en Siria cumple su sueño de conocer a Cristiano Ronaldo   Rabeeh Shaheen había expresado su deseo de conocer al astro portugués a un equipo de rescate saudí que operó las zonas afectadas por el desastre natural. #URL#,Hope,Realistic Hope
"#USER# Menos mal que lo has preguntado, seguro que estamos medio Twitter deseando decirte lo que realmente sentimos. 😂😘 #URL#",Hope,Generalized Hope
"No vi su fantasía 2023 (seguro que es  luminosa, divertida y original conociendo sus antecedentes). Por haber vuelto, porque se lo merece y  por ser un amor de persona combativa por los derechos de todxs,esta noche rezo para que #USER# sea #DragQueenLPGG en la #GalaDragQueen23 #URL#",Not Hope,Not Hope
5 horas duermo de sienta y después sigo teniendo sueño #URL#,Not Hope,Not Hope
Creo que está claro que me gusta mucho el qlo de Agustina y le rezo todos los dias a ese semenjante DIos.,Hope,Generalized Hope
"[EFEMÉRIDE] Un día como hoy, hace 3 años, nos juntábamos de 3 a 5 de la madrugada con un pronóstico complicado... había que ganar y esperar lo que pasara en Tucumán.  Con Román, el Beto Márcico, El Diego, Carlitos y el Jugador nº 12 juntos en nuestra Bombonera, elegimos creer... #URL#",Not Hope,Not Hope
#USER# Pucha que le pasará :( Dentro de tanto secretismo ojalá al menos esté con alguna terapia.,Hope,Realistic Hope
De verdad desearía con el alma que el viera todo el amor e me hace sentir ❤️🥹,Hope,Unrealistic Hope
"#USER# #USER# Las decoraciones de delante se pueden quitar, creo que son intercambiables",Not Hope,Not Hope
Eso es porque los talibanes en Afganistán no tenían petróleo para sobornarlos.,Not Hope,Sarcasm
"Responder los buenos días, bien sea los que dan en el tl o los que recibo en mis tweets, me llenan el corazón. Es gratificante y bonito saber que alguien se tomó el tiempo de enviarte una pizca de su energía en un deseo tan bonito. Espero poder retribuir ese cariño.",Hope,Generalized Hope
"Deja de esperar, la acción es lo que produce resultados",Not Hope,Not Hope
#USER# Yo creo que escribirle lo que sea en redes es darle importancia digo yo y si es una de esas personas que solo andan con bagabunderias bloquealo y ya 👍,Not Hope,Not Hope
"""Todos llevamos cargas, tenemos un camino por recorrer y nuestro anhelo de hacer el bien y alcanzar la felicidad que nos guía para superar los contratiempos y los errores que nos separan de la paz"".  ""Mujercitas"", Louisa May Alcott  📷Ferdinando Scianna #URL#",Hope,Generalized Hope
"Hoy le estaba enseñando a rezar a mi hijo, y ahora cada vez q viene a darme un beso le mete AMEN MAMA 😹",Not Hope,Not Hope
"#USER# Entonces dile a #USER# que levante una denuncia en su contra y que no espere que #USER# haga su trabajo, para eso le pagan muy bien a López o no? Pd o prefieres que sea #USER# quien lo haga",Not Hope,Not Hope
"Cita de johnhanks: ""cita: originalmente publicado por inri ...el sexo no es más que algo animal hasta que se practica de acuerdo con la eucaristía... Estoy fascinado. ¿Cómo se hace esto exactamente? (y solo para que conste - ¿estás diciendo realmente que hacer el sexo menos animal es algo bueno?)"" ¡Yo ni siquiera preguntaría!",Not Hope,Sarcasm
